昵称,产品ID,产品名,产品售价,产品分类,评价,评价类型
何***e,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,可爱卡通的造型，孩子喜欢的不得了，而且物流也快，头条下单，第二天就到了，牙刷品质不错，孩子刷牙的兴趣提高了很多，值得购买。,好评
栾***平,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观好看，高端大气上档次，很简洁。不大不小比较合适。操作方式：操作方式简单智能，易操作，好上手。清洁效果：清洁效果还可以，使用一段时间再追评使用续航：感觉应该可以，使用一段时间后再追评,好评
任***晨,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很漂亮，很清新。操作方式：操作简便，一个按钮，三种模式。清洁效果：用了两天还可以，刚开始用多少有点不适应，这个也不是一天两天能看出效果的。使用续航：刚用两天，目前电量充足！飞利浦大品牌，值得信赖！作为一个刚用电动牙刷的新手这款机皇款值得入手哦！,好评
幸***长,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,第一次使用电动牙刷，没有感觉到不舒服，牙刷的震感个人感觉也挺舒服的，主要是清洁效果非常好，牙刷用起来也很方便。清洁力度也算是温和的，牙刷的还是比较干净，一共有三档力度可以调节。特别好，爱上了刷牙，后悔买晚了，,好评
r***m,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,给小朋友买的，很好看，颜色很漂亮。担心小朋友刷牙涮不干净，就尝试买了电动牙刷，京东双十一活动价格比较合适就入手了。小朋友很喜欢。,好评
****0,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量很好，外观也没得说，孩子很喜欢，有了这个电动牙刷孩子都爱刷牙了，值得推荐。,好评
山***5,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量:飞利浦的小电器质量真是没的说，拿在手里我沉甸甸的。剃须刀就用的这个牌子，用了七年了。相信品牌的质量。功能：用了一段时间，刷牙很干净，也很舒服。充电要是能无线就更好了。总之很不错了。另外送的收纳盒很方便，出差什么的特别实用。推荐购买，一分价钱一分货。,好评
n***a,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,牙刷小朋友很喜欢，晚上到货就迫不及待的开始用了。刷的很干净，也很舒服。,好评
****b,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观精巧，外形美观。操作方式：操作很方便，有三种模式可选，通过电源键切换，很方便。清洁效果：清洁效果很明显，用后自我感觉特别干净亮白。使用续航：已经用了一星期了还有电。,好评
****m,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量很不错啊，物美价廉，用起来还是很顺手的，特别是电池还是很大的，握起来慢慢的厚实感，可以用将近2个星期还多呢，充一次电还是很耐用的，棒得很。,好评
何***e,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,可爱卡通的造型，孩子喜欢的不得了，而且物流也快，头条下单，第二天就到了，牙刷品质不错，孩子刷牙的兴趣提高了很多，值得购买。,好评
栾***平,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观好看，高端大气上档次，很简洁。不大不小比较合适。操作方式：操作方式简单智能，易操作，好上手。清洁效果：清洁效果还可以，使用一段时间再追评使用续航：感觉应该可以，使用一段时间后再追评,好评
任***晨,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很漂亮，很清新。操作方式：操作简便，一个按钮，三种模式。清洁效果：用了两天还可以，刚开始用多少有点不适应，这个也不是一天两天能看出效果的。使用续航：刚用两天，目前电量充足！飞利浦大品牌，值得信赖！作为一个刚用电动牙刷的新手这款机皇款值得入手哦！,好评
幸***长,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,第一次使用电动牙刷，没有感觉到不舒服，牙刷的震感个人感觉也挺舒服的，主要是清洁效果非常好，牙刷用起来也很方便。清洁力度也算是温和的，牙刷的还是比较干净，一共有三档力度可以调节。特别好，爱上了刷牙，后悔买晚了，,好评
r***m,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,给小朋友买的，很好看，颜色很漂亮。担心小朋友刷牙涮不干净，就尝试买了电动牙刷，京东双十一活动价格比较合适就入手了。小朋友很喜欢。,好评
****0,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量很好，外观也没得说，孩子很喜欢，有了这个电动牙刷孩子都爱刷牙了，值得推荐。,好评
山***5,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量:飞利浦的小电器质量真是没的说，拿在手里我沉甸甸的。剃须刀就用的这个牌子，用了七年了。相信品牌的质量。功能：用了一段时间，刷牙很干净，也很舒服。充电要是能无线就更好了。总之很不错了。另外送的收纳盒很方便，出差什么的特别实用。推荐购买，一分价钱一分货。,好评
n***a,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,牙刷小朋友很喜欢，晚上到货就迫不及待的开始用了。刷的很干净，也很舒服。,好评
****b,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观精巧，外形美观。操作方式：操作很方便，有三种模式可选，通过电源键切换，很方便。清洁效果：清洁效果很明显，用后自我感觉特别干净亮白。使用续航：已经用了一星期了还有电。,好评
****m,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量很不错啊，物美价廉，用起来还是很顺手的，特别是电池还是很大的，握起来慢慢的厚实感，可以用将近2个星期还多呢，充一次电还是很耐用的，棒得很。,好评
何***e,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,可爱卡通的造型，孩子喜欢的不得了，而且物流也快，头条下单，第二天就到了，牙刷品质不错，孩子刷牙的兴趣提高了很多，值得购买。,好评
栾***平,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观好看，高端大气上档次，很简洁。不大不小比较合适。操作方式：操作方式简单智能，易操作，好上手。清洁效果：清洁效果还可以，使用一段时间再追评使用续航：感觉应该可以，使用一段时间后再追评,好评
任***晨,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：很漂亮，很清新。操作方式：操作简便，一个按钮，三种模式。清洁效果：用了两天还可以，刚开始用多少有点不适应，这个也不是一天两天能看出效果的。使用续航：刚用两天，目前电量充足！飞利浦大品牌，值得信赖！作为一个刚用电动牙刷的新手这款机皇款值得入手哦！,好评
幸***长,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,第一次使用电动牙刷，没有感觉到不舒服，牙刷的震感个人感觉也挺舒服的，主要是清洁效果非常好，牙刷用起来也很方便。清洁力度也算是温和的，牙刷的还是比较干净，一共有三档力度可以调节。特别好，爱上了刷牙，后悔买晚了，,好评
r***m,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,给小朋友买的，很好看，颜色很漂亮。担心小朋友刷牙涮不干净，就尝试买了电动牙刷，京东双十一活动价格比较合适就入手了。小朋友很喜欢。,好评
****0,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量很好，外观也没得说，孩子很喜欢，有了这个电动牙刷孩子都爱刷牙了，值得推荐。,好评
山***5,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量:飞利浦的小电器质量真是没的说，拿在手里我沉甸甸的。剃须刀就用的这个牌子，用了七年了。相信品牌的质量。功能：用了一段时间，刷牙很干净，也很舒服。充电要是能无线就更好了。总之很不错了。另外送的收纳盒很方便，出差什么的特别实用。推荐购买，一分价钱一分货。,好评
n***a,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,牙刷小朋友很喜欢，晚上到货就迫不及待的开始用了。刷的很干净，也很舒服。,好评
****b,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,外形外观：外观精巧，外形美观。操作方式：操作很方便，有三种模式可选，通过电源键切换，很方便。清洁效果：清洁效果很明显，用后自我感觉特别干净亮白。使用续航：已经用了一星期了还有电。,好评
****m,530150,飞利浦（PHILIPS）电动牙刷成人/学生情人节礼物 同款可充电式 3种洁齿模式 6倍清除牙菌斑 白色HX6730【镇店款】,299,电动牙刷,质量很不错啊，物美价廉，用起来还是很顺手的，特别是电池还是很大的，握起来慢慢的厚实感，可以用将近2个星期还多呢，充一次电还是很耐用的，棒得很。,好评
